MolecularFormula,split,smiles,Activity(IC50),Activity(pIC50)
C18H19F3N6,valid,CCc1nnc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn12,6,8.22184875
C16H20ClN3OS,valid,O=C([C@@H]1C[C@H](N2CCc3cc(Cl)ccc32)CN1)N1CCSC1,7,8.15490196
C20H16F4N4,valid,N[C@H]1CN(c2cc(-c3ccccc3F)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,57,7.244125144
C21H19F3N4O,valid,COc1ccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)cc1,120,6.920818754
C18H25ClN4OS,valid,O=C([C@@H]1C[C@H](N2CCN(c3cccc(Cl)c3)CC2)CN1)N1CCSC1,4.1,8.387216143
C17H27FN4O4,valid,CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1noc(C(C)(C)C)n1,67,7.173925197
C20H25N3O2,valid,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3ccccn3)CN1CC2,990,6.004364805
C17H27FN4O3,valid,CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1noc(C(C)(C)C)n1,63,7.200659451
C20H19ClN4,valid,N[C@H]1CN(c2cc(-c3cccc(Cl)c3)ncn2)C[C@@H]1c1ccccc1,2900,5.537602002
C15H24N4O2,valid,CCN(CC)C(=O)[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,6,8.22184875
C25H28N8O2,valid,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(C)c3nccnc3c1)c(=O)n2C,2,8.698970004
C23H30F2N4O3,valid,CC(C)(Cc1ccc(F)cc1)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C(C)(C)C)o1,25,7.602059991
C29H30N6O3,valid,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1-c1ccccc1)c(=O)n2C,6,8.22184875
C20H16F3NO2,valid,COc1ccc2ccc3c(c2c1)C[C@@H](N)[C@H](c1cc(F)c(F)cc1F)O3,2930,5.53313238
C29H30BrN7O2,valid,Cc1cc2ccccc2c(Cn2c(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3ccccc3Br)n(C)c2=O)n1,14,7.853871964
C27H31F4N3O5,valid,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)c(F)c2F)cc1)C(=O)O,8,8.096910013
C31H42N8O4,valid,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(OC)cc3)CC1)c(=O)n2C,120,6.920818754
C22H19Cl2FN4O3,valid,N[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1c1ccc(Cl)c(Cl)c1,1000,6
C17H24N6O3S,valid,O=C([C@@H]1C[C@H](N2CCN(c3ccc([N+](=O)[O-])cn3)CC2)CN1)N1CCSC1,0.92,9.036212173
C20H25N3O2,valid,N#C[C@@H]1CCCC1C(=O)[C@@H]1CN(C2CCOc3ccccc32)C[C@@H]1N,3.5,8.455931956
C22H24N8O,valid,CC#CCn1c(NC[C@H](C)N)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,2,8.698970004
C21H25N3O2S,valid,O=C(c1nc2ccccc2s1)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,30,7.522878745
C26H25N7O,valid,CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3ccc(C#N)c4ccccc34)c(=O)c21,4,8.397940009
C14H17N3OS,valid,N#Cc1cccc(C[C@@H](N)CC(=O)N2CCSC2)c1,8951,5.048128443
C24H25F3N6O,valid,N[C@@H](CC(=O)N1CC[C@@H]2[C@@H](CCc3nnc(-c4ccccn4)n32)C1)Cc1cc(F)c(F)cc1F,43.4,7.36251027
C23H25F3N6OS,valid,Cc1nc(-c2nnc3n2[C@@H]2CCN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)C[C@@H]2CC3)cs1,50.2,7.299296283
C26H28F3N5O,valid,N[C@@H](CC(=O)N1CC[C@@H]2[C@@H](CCc3nnc(Cc4ccccc4)n32)C1)Cc1cc(F)c(F)cc1F,123.3,6.909036923
C23H24ClN7O2S,valid,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3cc(Cl)ccc3s1)c(=O)n2C,0.2,9.698970004
C17H20N2O4,valid,CCOC(=O)/C=C/c1cnc(CN)c2cc(OC)c(OC)cc12,18000,4.744727495
C16H24ClN3O2,valid,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCC(O)CC1,1000000,3
C20H27F2N3O3,valid,N[C@H](C(=O)N1C[C@@H](F)[C@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,360,6.443697499
C22H26FN3O2,valid,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1)Cc1ccccc1F,90,7.045757491
C13H21N3O,valid,N#C[C@@H]1CCCN1C(=O)CNC1CCCCC1,64,7.193820026
C18H24N4O3,valid,COc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1OC,0.28,9.552841969
C17H21ClN4O4S,valid,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,17,7.769551079
C14H28N4O5S2,valid,CS(=O)(=O)NCCS(=O)(=O)N[C@@H]1CC[C@@H]([C@H](N)C(=O)N2CCCC2)C1,71,7.148741651
C16H18N4O2S,valid,N#Cc1ccc(C(=O)N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,37.2,7.42945706
C19H23ClFN3O4S,valid,CS(=O)(=O)c1ccc(-c2noc([C@@H](CCO)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1,3.2,8.494850022
C21H26ClFN4O2,valid,CC(C)(CC(=O)N[C@@H]1C[C@H]1c1cccc(Cl)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,27,7.568636236
C14H18F3N,valid,N[C@H](Cc1cc(F)c(F)cc1F)C1CCCCC1,3580,5.446116973
C17H24FN3O,valid,N#C[C@@H]1C[C@H](F)CN1C(=O)CNC1C2CC3CC(C2)CC1C3,3.1,8.508638306
C23H22F3N3O5,valid,COC(=O)c1ccc(COC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,2700,5.568636236
C11H20N2O,valid,CC[C@H](C)[C@H](N)C(=O)N1CC=CCC1,52000,4.283996656
C20H18F3N3O,valid,N#C[C@H]1C[C@@H](F)CN1C(=O)[C@@H](N)C(c1ccc(F)cc1)c1ccc(F)cc1,22,7.657577319
C18H18N6O,valid,N#Cc1ccc(N[C@@H]2CNC(C(=O)N3CCC[C@H]3C#N)C2)cc1C#N,0.13,9.886056648
C17H25N3O3S,valid,N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N1CCSC1,3700,5.431798276
C10H21N3O2,valid,NCCCC[C@H](N)C(=O)N1CCC(O)C1,500000,3.301029996
C22H21F3N6O2,valid,N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1nc2ccccc2[nH]1)Cc1cc(F)c(F)cc1F,3700,5.431798276
C19H26N4O3,valid,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCCNC(=O)OCc1ccccc1,35,7.455931956
C11H18N6O,valid,CC[C@@H](C)[C@H](N)C(=O)N1C[C@@H](N=[N+]=[N-])C[C@H]1C#N,290,6.537602002
C22H27F3N4O2,valid,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1)NCC(=O)N1CCC[C@H]1C#N,85,7.070581074
C17H24F2N6O,valid,O=C([C@@H]1C[C@H](N2CCN(c3cnccn3)CC2)CN1)N1CCC(F)(F)C1,5.6,8.251811973
C19H19F2N5O,valid,N#Cc1ccc(N2C[C@H]3[C@H](NCC(=O)N4C[C@@H](F)C[C@H]4C#N)[C@H]3C2)c(F)c1,153,6.815308569
C21H25FN4O3,valid,CCOC(=O)c1ccc(N2C[C@H]3[C@H](NCC(=O)N4C[C@@H](F)C[C@H]4C#N)[C@H]3C2)cc1,229,6.640164518
C19H22FN5O2,valid,N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ccc(C(N)=O)cc3)C[C@@H]21,95,7.022276395
C19H20FN5O2,valid,N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3nc4ccccc4o3)C[C@@H]21,221,6.655607726
C17H19FN6O3,valid,N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ncccc3[N+](=O)[O-])C[C@@H]21,78,7.107905397
C19H22F3N5O,valid,N[C@@H](CC(=O)N1CCCN(c2cnccn2)CC1)Cc1cc(F)c(F)cc1F,423,6.373659633
C21H18O11,valid,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,225000,3.647817482
C15H19F3N2O,valid,CC[C@@H](C)[C@H](N)C(=O)N1Cc2ccc(C(F)(F)F)cc2C1,100000,4
C22H27N3O3,valid,N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N1Cc2ccccc2C1,245000,3.610833916
C23H23F3N4O5,valid,N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1cccc(OCC(=O)O)c1)Cc1cc(F)c(F)cc1F,2800,5.552841969
C15H21N7O2,valid,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1CCn2cnnc2C1,7,8.15490196
C18H22N4O2,valid,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1Cc2ccccc2C1,2,8.698970004
C20H29F3N4O5S2,valid,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2)CC1,2.6,8.585026652
C15H10O7,valid,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,32730,4.485053995
C14H12BrF2N,valid,N[C@H](Cc1cc(F)ccc1F)c1ccc(Br)cc1,1300,5.886056648
C19H12O7,valid,COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O,87100,4.059981845
C21H25FN2O3S,valid,N[C@@H](CC(=O)NC1(c2ccccc2)CCS(=O)(=O)CC1)Cc1ccccc1F,570,6.244125144
C22H24FN3O3S2,valid,N[C@@H](CC(=O)NC1(c2nc3ccccc3s2)CCS(=O)(=O)CC1)Cc1ccccc1F,64,7.193820026
C19H21ClFN3O,valid,C[C@@H](c1ccc(-c2ccncc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,71,7.148741651
C17H27N5O4,valid,CCOC(=O)N1CCN(C(=O)CC[C@H](N)C(=O)N2CCC[C@H]2C#N)CC1,31,7.508638306
C18H19FN6O,valid,N#Cc1ccc(N2C[C@H]3[C@H](NCC(=O)N4C[C@@H](F)C[C@H]4C#N)[C@H]3C2)nc1,147,6.832682665
C17H18N4O2,valid,N#C[C@@H]1CCCN1C(=O)/C(N)=C/C(=O)N1Cc2ccccc2C1,45,7.346787486
C18H19F6N5O,valid,CC1(C)CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)Cc2nnc(C(F)(F)F)n21,92,7.036212173
C13H14N2O3,valid,COc1cc2c(C=O)cnc(CN)c2cc1OC,277000,3.557520231
C14H16N2O4,valid,CCOC(=O)c1cnc(CN)c2cc(O)c(OC)cc12,14000,4.853871964
C16H13F3N4,valid,N[C@H]1Cn2c(nc3ccncc32)C[C@@H]1c1cc(F)c(F)cc1F,51,7.292429824
C22H25F2N3O2,valid,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1cccc(F)c1)Cc1ccccc1F,92,7.036212173
C16H12ClF3N4,valid,N[C@H]1Cn2c(nc3cnc(Cl)cc32)C[C@@H]1c1cc(F)c(F)cc1F,15,7.823908741
C21H25FN4O2,valid,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccn1)Cc1ccccc1F,47,7.327902142
C19H26ClN3O2,valid,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CC1)Cc1cccc(Cl)c1,12,7.920818754
C11H17N3OS,valid,CC(C)C[C@@]1(N)C[C@@H]2SC[C@@H](C#N)N2C1=O,63,7.200659451
C16H19F6N3O3S,valid,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F,12,7.920818754
C21H21F3N4O2,valid,N#Cc1ccnc(OC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)c1,2.3,8.638272164
C20H18O8,valid,COc1cc([C@H]2Oc3ccc4ccc(=O)oc4c3O[C@@H]2CO)cc(OC)c1O,14130,4.849857838
C19H29N3O3S,valid,COc1cc2c(cc1OC)C1CC(N)C(N3CCCC[S+]3[O-])CN1CC2,142,6.847711656
C21H27N3O2,valid,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cc(C)ccn3)CN1CC2,19,7.721246399
C18H27N3O3S,valid,COc1cc2c(cc1OC)C1CC(N)C(N3CCC[S+]3[O-])CN1CC2,1330,5.876148359
C8H17BN2O3,valid,CC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,11,7.958607315
C17H14O7,valid,COc1cc(O)c2c(=O)c(O)c(-c3ccc(OC)c(O)c3)oc2c1,41690,4.379968105
C8H11N3OS,valid,N#C[C@@H]1CS[C@H]2CC[C@H](N)C(=O)N21,1600,5.795880017
C14H15N5O,valid,N#C[C@@H]1CCCN1C(=O)CNc1nc2ccccc2[nH]1,1000000,3
C15H20N6O2,valid,N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C(N)=O)nc1,434000,3.36251027
C16H21N3O,valid,N#C[C@@H]1CCCN1C(=O)CNCCCc1ccccc1,491,6.308918508
C14H25N3O,valid,CC(C)C(NCC(=O)N1CCC[C@H]1C#N)C(C)C,109000,3.962573502
C15H23N3O,valid,N[C@@H](CCNc1ccccc1)C(=O)N1CCCCC1,250000,3.602059991
C23H31N3O2,valid,N[C@@H](CCNCc1ccc(OCc2ccccc2)cc1)C(=O)N1CCCCC1,192000,3.716698771
C16H22ClN3O,test,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CC=CCC1,148000,3.829738285
C10H21N5O,test,NCC[C@H](N=C(N)N)C(=O)N1CCCCC1,1000000,3
C16H25N3O2,test,CO[C@@H]1C[C@@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@@H]2C1,47,7.327902142
C17H25N3O3,test,CC(=O)O[C@@H]1C[C@@H]2C[C@H](NCC(=O)N3CCC[C@H]3C#N)C[C@@H]2C1,32,7.494850022
C16H25FN4O3,test,CC(C)(CC(=O)N1CC[C@H](O)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,50,7.301029996
C20H32N4O3,test,CCN(CC)C(=O)O[C@@H]1C[C@@H]2C[C@H](NCC(=O)N3CCC[C@H]3C#N)C[C@@H]2C1,80,7.096910013
C16H26N4O2,test,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1CCC[C@H]1C#N,71,7.148741651
C18H29N5O2,test,CN(C)C(=O)N1C[C@H]2C[C@](C)(NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,13,7.886056648
C15H23N3O2,test,N#C[C@@H]1CCCN1C(=O)CN[C@H]1C[C@H]2C[C@@H](O)C[C@H]2C1,12,7.920818754
C18H27FN4O2,test,CC(C)(CC(=O)N1C2CCC1CC2)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,66,7.180456064
C20H27FN4O4,test,COc1ccc(NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1OC,27,7.568636236
C16H26N4O3,test,CC(C)(CC(=O)N1CC[C@@H](O)C1)NCC(=O)N1CCC[C@H]1C#N,180,6.744727495
C25H34N6O7,test,CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2,3500,5.455931956
C23H24F3N3O4,test,N[C@@H](CC(=O)N1CCCN(C(=O)c2ccc(C(=O)O)cc2)CC1)Cc1cc(F)c(F)cc1F,223,6.651695137
C20H27N5O4,test,COc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1OC,2,8.698970004
C21H29N5O5,test,COc1cc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc(OC)c1OC,165.6,6.780939668
C18H22ClN5O2,test,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccc(Cl)cc2)C1=O,25.8,7.588380294
C12H20FN3O2,test,COCC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,13,7.886056648
C21H25F3N4O,test,CC1c2nc(C3CC3)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,250,6.602059991
C17H30FN3O2,test,CC(=O)N(C)[C@H]1CC[C@H]([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,16,7.795880017
C17H18BrN5O,test,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(Br)c1=O,5,8.301029996
C20H24N4O4,test,NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,100000,4
C16H19F3N4O2,test,N[C@@H](CC(=O)N1CCN2C(=O)NCC2C1)Cc1cc(F)c(F)cc1F,1060,5.974694135
C17H21F3N4O2,test,CN1CC2CN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CCN2C1=O,1240,5.906578315
C23H25F3N4O2,test,N[C@@H](CC(=O)N1CCN2C(=O)N(Cc3ccccc3)CC2C1)Cc1cc(F)c(F)cc1F,300,6.522878745
C23H29ClFN5O3,test,Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2Cl)n(CCCO)c1=O,23,7.638272164
C25H33ClFN5O3,test,CCOCCCn1c(=O)n(C)c(=O)c2c1cc(N1CCC[C@@](C)(N)C1)n2Cc1cc(F)ccc1Cl,122,6.913640169
C20H25N5O2,test,Cn1c(=O)[nH]c2cc(N3CCC[C@@](C)(N)C3)n(Cc3ccccc3)c2c1=O,1.8,8.744727495
C22H26N6O2,test,Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2ccccc2C#N)n(C)c1=O,36,7.443697499
C21H25ClFN5O2,test,Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2Cl)n(C)c1=O,28,7.552841969
C22H28FN5O2,test,Cc1ccc(F)cc1Cn1c(N2CCC[C@@](C)(N)C2)cc2c1c(=O)n(C)c(=O)n2C,27,7.568636236
C16H15F6N5O,test,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,20,7.698970004
C10H18N4O,test,N#C[C@@H]1CCCCN1C(=O)C(N)CCN,151000,3.821023053
C8H17N3O,test,NCC(N)C(=O)N1CCCCC1,1000000,3
C13H24N2O,test,NC(C(=O)N1CCCCC1)C1CCCCC1,217000,3.663540266
C9H18N2O,test,CCC(N)C(=O)N1CCCCC1,250000,3.602059991
C20H17F4NOS,test,CC(C)c1cccc(C(C)C)c1N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=S,30400,4.517126416
C20H17F4NS2,test,CC(C)c1cccc(C(C)C)c1N1C(=S)c2c(F)c(F)c(F)c(F)c2C1=S,36700,4.435333936
C27H33N3O2S,test,Cc1ccc(-c2c(CC(=O)Nc3cccc([S+](C)[O-])c3)c(C)nc(CC(C)C)c2CN)cc1,2.8,8.552841969
C19H23N5O,test,Cc1nc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c(=O)c1C,10,8
C19H21N5O,test,C=Cc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,8,8.096910013
C15H16BrN5OS,test,N#Cc1ccsc1Cn1c(N2CCC[C@@H](N)C2)ncc(Br)c1=O,3,8.522878745
C18H20ClN5O2,test,Cn1c(=O)c(Cl)c(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,57,7.244125144
C19H23N5O2,test,CCn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,68,7.167491087
C17H20BrFN4O2,test,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2Br)c1=O,8,8.096910013
C17H19ClF2N4O2,test,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2c(F)ccc(F)c2Cl)c1=O,830,6.080921908
C20H18F3N5OS,test,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2scc(C(F)(F)F)c2c1=O,88.82,7.051489231
C20H21N5OS,test,Cc1csc2c(=O)n(Cc3ccccc3C#N)c(N3CCC[C@@H](N)C3)nc12,1.72,8.764471553
C21H22F3N3O2S,test,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccccc1)Cc1cc(F)c(F)cc1F,77,7.113509275
C24H27F2N3O3S,test,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(-c2cnco2)cc1,130,6.886056648
C20H25F2N3O2S,test,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1cccnc1,110,6.958607315
C19H27F5N2O2S,test,CS(=O)(=O)N(CCCC(F)(F)F)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,2400,5.619788758
C17H24F2N2O,test,CC(=O)N(C)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,120,6.920818754
C17H24F2N2O,test,CC(=O)N(C)[C@H]1CC[C@@H]([C@H](N)Cc2cc(F)ccc2F)CC1,990,6.004364805
C19H23F2N3O2,test,CN(C(=O)c1ccno1)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,120,6.920818754
C23H28F2N2O,test,CC(=O)N(Cc1ccccc1)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,110,6.958607315
C18H24F4N2,test,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@H](N2CCC(F)(F)C2)CC1,850,6.070581074
C20H29F2N3O2,test,NC(=O)O[C@@H]1CCCN([C@H]2CC[C@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,310,6.508638306
C15H20F2N2O,test,CC(=O)N1CCC([C@H](N)Cc2cc(F)ccc2F)CC1,450,6.346787486
C18H21F2N3,test,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2cccnc2)CC1,110,6.958607315
C18H21F2N3,test,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2ccncc2)CC1,430,6.366531544
C19H20F2N4,test,N#Cc1cncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)c1,77,7.113509275
C21H25F2N3O2,test,CCOC(=O)c1cncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)c1,82,7.086186148
C20H28F2N2O2,test,N[C@H](Cc1cc(F)ccc1F)C1CCN(C2CCCC(C(=O)O)C2)CC1,51,7.292429824
C14H15F3N2O3S,test,N[C@@H](CC(=O)N1CCSC1C(=O)O)Cc1cc(F)c(F)cc1F,601,6.221125528
C20H21F3N4O2S,test,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccncc1)Cc1cc(F)c(F)cc1F,357,6.447331784
C26H28F3N3O6S,test,CCOC(=O)C1COc2cc(CNC(=O)C3SCCN3C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)ccc2O1,112,6.950781977
C29H37F3N4O4S,test,CCOC(=O)C(C(C)C)N(C)c1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,80,7.096910013
C27H33F3N4O4S,test,CCOC(=O)C(C)(C)Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,68,7.167491087
C26H31F3N4O4S,test,CC(C)C(Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,3,8.522878745
C28H35F3N4O4S,test,CCOC(=O)C(Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,50,7.301029996
C16H24N6O,test,N[C@H]1CN(c2cc(NC3CC3)ncn2)C[C@@H]1N1CCCCC1=O,74,7.13076828
C17H24F2N6O,test,N[C@H]1CN(c2cc(N3CCC(F)(F)C3)ncn2)C[C@@H]1N1CCCCC1=O,26,7.585026652
C16H23F2N7O,test,N[C@H]1CN(c2ncnc(N3CCC(F)(F)C3)n2)C[C@@H]1N1CCCCC1=O,37,7.431798276
C17H22F4N6O,test,N[C@H]1CN(c2cc(N3CCC(F)(F)C3)ncn2)C[C@@H]1N1CC(F)(F)CCC1=O,8.4,8.075720714
C28H35F3N4O4S,test,CCOC(=O)[C@@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,25,7.602059991
C16H16F5N5O,test,N[C@@H](CC(=O)N1CCn2nnc(C(F)F)c2C1)Cc1cc(F)c(F)cc1F,22.53,7.647238808
C16H15F6N5O,test,N[C@@H](CC(=O)N1CCn2nnc(C(F)(F)F)c2C1)Cc1cc(F)c(F)cc1F,50.66,7.295334815
C21H19F4N5O,test,N[C@@H](CC(=O)N1CCn2nnc(-c3ccc(F)cc3)c2C1)Cc1cc(F)c(F)cc1F,45.2,7.344861565
C19H18F3N5O2,test,N[C@@H](CC(=O)N1CCn2nnc(-c3ccco3)c2C1)Cc1cc(F)c(F)cc1F,15.8,7.801342913
C14H12F2N2O2,test,Cc1nc(C(=O)O)cc(-c2ccc(F)cc2F)c1CN,50000,4.301029996
C17H18FN3O,test,Cc1nc(C(=O)NC2CC2)cc(-c2ccccc2F)c1CN,50000,4.301029996
C17H17F2N3O3,test,COC(=O)CNC(=O)c1cc(-c2ccc(F)cc2F)c(CN)c(C)n1,50000,4.301029996
C15H16ClN3O,test,CNC(=O)c1cc(-c2ccc(Cl)cc2)c(CN)c(C)n1,50000,4.301029996
C20H26N4O2,test,COc1ccc(-c2cc(C(=O)N3CCC(N)CC3)nc(C)c2CN)cc1,50000,4.301029996
C14H14ClN3O,test,Cc1nc(CN)cc(-c2ccc(Cl)cc2)c1C(N)=O,50000,4.301029996
C14H13Cl2N3O,test,Cc1nc(CN)cc(-c2ccc(Cl)cc2Cl)c1C(N)=O,50000,4.301029996
C22H26ClN3O3,test,CCOC(=O)C1CCN(C(=O)c2cc(-c3ccc(Cl)cc3)nc(C)c2CN)CC1,50000,4.301029996
C18H24IN3O3,test,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](OC(=O)Nc2ccc(I)cc2)C1,660,6.180456064
C22H28N4O2,test,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,440,6.356547324
C18H24IN3O3,test,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](OC(=O)Nc2ccc(I)cc2)C1,670,6.173925197
C13H18N2O,test,O=C(CNCc1ccccc1)N1CCCC1,1000000,3
